,Orientation X,Orientation X,Orientation X,Orientation X,Orientation X,Orientation Y,Orientation Y,Orientation Y,Orientation Y,Orientation Y,Orientation Z,Orientation Z,Orientation Z,Orientation Z,Orientation Z,Orientation W,Orientation W,Orientation W,Orientation W,Orientation W,Accelerometer X,Accelerometer X,Accelerometer X,Accelerometer X,Accelerometer X,Accelerometer Y,Accelerometer Y,Accelerometer Y,Accelerometer Y,Accelerometer Y,Accelerometer Z,Accelerometer Z,Accelerometer Z,Accelerometer Z,Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope X,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Y,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,Gyroscope Z,Gyroscope Z,Gyroscope Z,EMG1,EMG1,EMG1,EMG1,EMG1,EMG2,EMG2,EMG2,EMG2,EMG2,EMG3,EMG3,EMG3,EMG3,EMG3,EMG4,EMG4,EMG4,EMG4,EMG4,EMG5,EMG5,EMG5,EMG5,EMG5,EMG6,EMG6,EMG6,EMG6,EMG6,EMG7,EMG7,EMG7,EMG7,EMG7,EMG8,EMG8,EMG8,EMG8,EMG8,Roll,Roll,Roll,Roll,Roll,Yaw,Yaw,Yaw,Yaw,Yaw,Corr Acc X,Corr Acc Y,Corr Acc Z,Corr Acc X,Corr Acc X,Corr Acc Y
18,0.287463127,0.02564628,0.230088496,0.324483776,0.288576398,0.476890756,0.03774923,0.415966387,0.525210084,0.478345244,0.361706349,0.034437096,0.305555556,0.420634921,0.363301182,0.492010309,0.038766704,0.422680412,0.551546392,0.493497143,0.518984642,0.121284027,0.279863481,0.784982935,0.532622876,0.425421941,0.095406832,0.232067511,0.603375527,0.435727816,0.533814815,0.078754604,0.343703704,0.72,0.539449244,0.419980244,0.105264901,0.22591885,0.599049128,0.432651231,0.399192815,0.121039728,0.139079697,0.690498702,0.416700437,0.496188038,0.145945767,0.282296651,0.852870813,0.516691622,0.579228856,0.026682377,0.537313433,0.656716418,0.579827748,0.652929688,0.052894943,0.5390625,0.8515625,0.655015347,0.54,0.056532717,0.422222222,0.644444444,0.542877564,0.465460526,0.016773091,0.434210526,0.486842105,0.465755091,0.431,0.010627063,0.413333333,0.453333333,0.43112772,0.473584906,0.015872538,0.452830189,0.509433962,0.473844175,0.656395349,0.028597839,0.581395349,0.697674419,0.657002469,0.537847222,0.01144335,0.5,0.5625,0.537965901,0.673510995,0.020493998,0.640090202,0.707283098,0.673814933,0.52956398,0.036147703,0.468522903,0.587244281,0.530765484,-0.159602775,0.063432736,1,0.146492055,-0.184682133,-0.430448865
19,0.543058331,0.046275122,0.471976401,0.616519174,0.54496299,0.472214692,0.009499728,0.449579832,0.487394958,0.472307156,0.856118792,0.042714437,0.785714286,0.916666667,0.857149376,0.041569671,0.030782461,0,0.092783505,0.051429865,0.360508643,0.099346105,0.208191126,0.605802048,0.373520755,0.641214101,0.087142014,0.47257384,0.767932489,0.646919079,0.120286738,0.043101385,0.060740741,0.232592593,0.127540982,0.434851147,0.157467551,0.246944402,0.761869613,0.461618541,0.410087746,0.08578451,0.276524392,0.576560435,0.418680731,0.447407316,0.196388808,0.061598086,0.758976077,0.487337381,0.578879795,0.070529279,0.427860697,0.771144279,0.583022926,0.643649194,0.098236348,0.453125,0.96875,0.650863551,0.512544803,0.119109934,0.288888889,0.933333333,0.525767725,0.463921902,0.015923315,0.447368421,0.513157895,0.464186281,0.431827957,0.014474466,0.4,0.453333333,0.432062653,0.477175898,0.014771346,0.452830189,0.509433962,0.477397101,0.657164291,0.028143534,0.604651163,0.720930233,0.657747226,0.533602151,0.014904615,0.506944444,0.569444444,0.533803556,0.514564266,0.035846224,0.458620203,0.573639165,0.515771156,0.079080683,0.035851963,0.028810327,0.137913716,0.086588997,-0.621753789,-0.711866067,1,0.570440285,-0.5441362,-0.536445475
20,0.678545802,0.06089414,0.587020649,0.749262537,0.681199151,0.635362253,0.024220686,0.588235294,0.663865546,0.635811276,0.532496782,0.063628586,0.428571429,0.634920635,0.536182804,0.334912232,0.055841746,0.242268041,0.427835052,0.339411587,0.493912001,0.087448473,0.313993174,0.646757679,0.501387692,0.616090774,0.106192526,0.373417722,0.831223629,0.624931928,0.405245245,0.082324553,0.242962963,0.558518519,0.413301185,0.40962407,0.117797404,0.219134663,0.612617502,0.425785243,0.396097425,0.129161264,0.182174815,0.641856068,0.416082828,0.490268201,0.154738194,0.282296651,0.796650718,0.513478028,0.569450047,0.078019393,0.407960199,0.721393035,0.57462672,0.643581081,0.043355713,0.53125,0.7265625,0.645000405,0.538138138,0.046594634,0.377777778,0.622222222,0.540097249,0.463726885,0.055686678,0.276315789,0.671052632,0.466968756,0.429189189,0.021962446,0.373333333,0.466666667,0.429735585,0.478327384,0.025630847,0.41509434,0.528301887,0.478995064,0.65681961,0.03440909,0.558139535,0.720930233,0.657695968,0.536036036,0.026129627,0.472222222,0.597222222,0.536655324,0.333998333,0.040954685,0.2795801,0.400660622,0.33643252,0.396067503,0.060582139,0.297262459,0.496698395,0.400550206,0.027255544,-0.823813631,1,-0.003536889,0.243598122,-0.757530492
21,0.964509587,0.033862095,0.914454277,1,0.965085257,0.820246849,0.042189053,0.74789916,0.886554622,0.821297258,0.402901786,0.043539918,0.341269841,0.476190476,0.405174446,0.555895619,0.044169697,0.479381443,0.608247423,0.557592982,0.545275171,0.087381329,0.332764505,0.711604096,0.552016213,0.757449895,0.078090305,0.584388186,0.869198312,0.761339525,0.563101852,0.088861294,0.419259259,0.764444444,0.569853722,0.441401247,0.14820443,0.145192454,0.746944402,0.464879792,0.380990221,0.101883153,0.267059137,0.594843212,0.393966173,0.471796651,0.107271354,0.281100478,0.659090909,0.48346626,0.576492537,0.05510802,0.472636816,0.71641791,0.579038545,0.635253906,0.070366733,0.4765625,0.765625,0.639018207,0.528472222,0.079170204,0.355555556,0.688888889,0.534186239,0.461348684,0.022403972,0.407894737,0.513157895,0.461875374,0.43,0.014762153,0.4,0.466666667,0.430245408,0.479363208,0.020812389,0.433962264,0.509433962,0.479800692,0.669331395,0.033796188,0.627906977,0.744186047,0.670157449,0.537543403,0.014848081,0.5,0.5625,0.537742025,0.043064474,0.030568975,0.013382638,0.106047846,0.052533886,0.558091932,0.046854134,0.480172073,0.620889085,0.559994027,-0.171298494,-0.067742873,1,-0.533927514,0.409466943,-0.746200157
22,0.375403849,0.032608618,0.324483776,0.418879056,0.37678383,0.212184874,0.030585178,0.172268908,0.260504202,0.214325923,0.392290249,0.153796165,0.194444444,0.611111111,0.420691963,0.436671576,0.155129913,0.226804124,0.639175258,0.462789771,0.533357712,0.158927894,0.23890785,0.802047782,0.555992033,0.711472775,0.076116144,0.567510549,0.869198312,0.715436393,0.495626102,0.151446995,0.275555556,0.733333333,0.517721282,0.397203416,0.110428702,0.228632525,0.698098257,0.411915898,0.42449922,0.224920655,0,0.822072013,0.479149644,0.498704033,0.09765559,0.175244019,0.653712919,0.50795203,0.574982232,0.065646107,0.437810945,0.71641791,0.578628873,0.641927083,0.081041534,0.4375,0.921875,0.646901643,0.528042328,0.069029409,0.377777778,0.688888889,0.532428686,0.458646617,0.015803222,0.434210526,0.5,0.458912317,0.42952381,0.022912245,0.346666667,0.506666667,0.430119954,0.469901168,0.019902394,0.433962264,0.509433962,0.47031243,0.65227021,0.039437129,0.581395349,0.76744186,0.653432999,0.53587963,0.015859273,0.5,0.5625,0.536108669,0.714446405,0.02435975,0.669410461,0.75480343,0.714851687,0.493785341,0.148222329,0.285332044,0.686726286,0.515044396,-0.045796976,-0.392714815,1,-0.160523985,0.483127819,-0.548562281
23,0.278916317,0.038355425,0.194690265,0.324483776,0.281472444,0.306722689,0.010104831,0.285714286,0.331932773,0.306884715,0.592940685,0.01388909,0.571428571,0.619047619,0.593099053,0.262072708,0.017012898,0.231958763,0.288659794,0.262609836,0.445976289,0.092138449,0.233788396,0.648464164,0.455149356,0.570841661,0.085517632,0.41350211,0.765822785,0.57704507,0.321637427,0.056061667,0.157037037,0.445925926,0.32635998,0.451742579,0.066891621,0.289017216,0.616004168,0.456539261,0.386145861,0.062164687,0.270976875,0.569377915,0.390987696,0.425254848,0.108026484,0.217100478,0.640545455,0.438411118,0.579471066,0.10945724,0.243781095,0.791044776,0.58945086,0.643708882,0.074946742,0.453125,0.828125,0.647943147,0.540350877,0.072535521,0.422222222,0.733333333,0.545070651,0.466412742,0.024795595,0.421052632,0.526315789,0.467054053,0.429473684,0.017579102,0.4,0.48,0.429823845,0.472691162,0.0442921,0.396226415,0.58490566,0.474707382,0.64626683,0.08273706,0.418604651,0.837209302,0.651403173,0.527960526,0.093413809,0.243055556,0.75,0.53594666,0.763428392,0.029494808,0.735603899,0.828289876,0.763982958,0.299448473,0.012322389,0.276050374,0.31878892,0.299695235,-0.344536597,-0.467678183,1,0.261270012,-0.19949441,-0.336644431
24,0.620943953,0.027007559,0.572271386,0.666666667,0.621515572,0.703892083,0.016968809,0.676470588,0.731092437,0.704091207,0.762949039,0.027918139,0.714285714,0.805555556,0.763446231,0.14663592,0.022442884,0.118556701,0.190721649,0.148298756,0.399811389,0.065262488,0.244027304,0.513651877,0.40496451,0.523872974,0.088854476,0.373417722,0.689873418,0.53115934,0.214658869,0.039557542,0.122962963,0.322962963,0.218178941,0.441906508,0.106108365,0.238130387,0.653995615,0.454141011,0.379668535,0.051133293,0.288935786,0.470457644,0.383006533,0.455851675,0.082436386,0.363636364,0.64354067,0.463052558,0.564938466,0.093825532,0.36318408,0.875621891,0.572474485,0.630962171,0.085164951,0.3671875,0.765625,0.636533943,0.528654971,0.133948321,0.133333333,0.844444444,0.544927581,0.462603878,0.045531631,0.276315789,0.539473684,0.464780509,0.434736842,0.04955436,0.32,0.64,0.437478153,0.491559086,0.112947804,0.264150943,1,0.50403554,0.659730722,0.066752596,0.534883721,0.813953488,0.663010765,0.54130117,0.090701928,0.361111111,0.819444444,0.548650435,0.368568581,0.024783216,0.328756756,0.415448768,0.369378997,0.19211524,0.025493373,0.156451786,0.238815797,0.193755192,-0.354258674,-0.660130265,1,0.057075959,-0.243809403,-0.330182734
25,0.831177672,0.083248859,0.728613569,0.973451327,0.835229904,0.789700496,0.052849031,0.739495798,0.899159664,0.791421681,0.368945869,0.063801247,0.277777778,0.472222222,0.374282352,0.55035686,0.059204128,0.479381443,0.639175258,0.553450925,0.54712523,0.11640665,0.324232082,0.965870307,0.559060888,0.658390133,0.11940707,0.331223629,0.805907173,0.668857253,0.578233618,0.107314555,0.419259259,0.871111111,0.587856478,0.480708973,0.107166893,0.294444565,0.757115255,0.492210706,0.373047276,0.1294759,0.182498681,0.768205728,0.394332895,0.416973377,0.167538186,0.15430622,0.711722488,0.448571201,0.577879832,0.049231885,0.482587065,0.691542289,0.579919589,0.64463141,0.053013373,0.5390625,0.84375,0.646751893,0.53960114,0.070448063,0.4,0.711111111,0.544063475,0.464574899,0.037112414,0.368421053,0.539473684,0.466017008,0.431452991,0.020630343,0.386666667,0.466666667,0.431933307,0.476536043,0.028291275,0.396226415,0.547169811,0.477353614,0.656529517,0.04148531,0.558139535,0.744186047,0.657805373,0.535612536,0.027877174,0.493055556,0.604166667,0.536318934,0.150152202,0.046224772,0.061640917,0.214372977,0.156931913,0.582651323,0.069775911,0.47998557,0.682578803,0.586708108,0.104666665,-0.460158637,1,-0.304812598,0.192203304,-0.721369098
26,0.46569851,0.107049851,0.306784661,0.607669617,0.477536318,0.400775695,0.063316556,0.222689076,0.445378151,0.40561971,0.338420838,0.197306752,0.182539683,0.825396825,0.390461796,0.501718213,0.189553451,0.046391753,0.654639175,0.53547211,0.516408506,0.071860949,0.358361775,0.619453925,0.521257452,0.659904793,0.169196526,0.35443038,0.932489451,0.680711218,0.525014245,0.152424297,0.167407407,0.755555556,0.546147784,0.549384149,0.146395213,0.327008662,0.789679352,0.568071276,0.542297305,0.181392289,0.230817449,0.818807232,0.571091813,0.475325482,0.259942326,0.186602871,1,0.540159015,0.554535017,0.195344197,0,0.895522388,0.587103054,0.62119391,0.142281361,0.0703125,0.828125,0.636872659,0.524786325,0.143167127,0,0.8,0.543481327,0.455465587,0.060569612,0.302631579,0.618421053,0.459372953,0.424615385,0.124873305,0,0.706666667,0.442144476,0.481857765,0.08014879,0.226415094,0.603773585,0.488309349,0.673225999,0.161381267,0.302325581,0.930232558,0.691815992,0.525819088,0.14243418,0.236111111,0.791666667,0.544291298,0.573472825,0.093244647,0.469521188,0.707481583,0.580812111,0.555909165,0.192260147,0.094466806,0.711395989,0.587410564,-0.541929691,-0.869089588,1,0.477789292,0.448993674,0.538776298
27,0.206068268,0.021357455,0.159292035,0.247787611,0.207140627,0.599159664,0.051482062,0.441176471,0.647058824,0.601304399,0.379138322,0.067242624,0.26984127,0.507936508,0.384887321,0.51089838,0.071618954,0.371134021,0.634020619,0.515751761,0.475426621,0.113393606,0.247440273,0.747440273,0.48838633,0.288245931,0.122500891,0,0.521097046,0.312511486,0.528761905,0.074510584,0.361481481,0.645925926,0.533837387,0.531516774,0.194893199,0.2686538,0.889412327,0.565162101,0.45163116,0.096438214,0.255305923,0.689192789,0.461524983,0.492378947,0.159970517,0.015550239,0.78708134,0.517007191,0.578678038,0.069826815,0.432835821,0.741293532,0.582756165,0.642857143,0.035019209,0.5703125,0.7265625,0.643783048,0.533968254,0.050122787,0.422222222,0.644444444,0.536248646,0.460902256,0.017328771,0.434210526,0.513157895,0.461218599,0.428952381,0.017559822,0.386666667,0.466666667,0.429301389,0.473315364,0.021644449,0.41509434,0.509433962,0.473795874,0.655813953,0.02751665,0.604651163,0.697674419,0.656374492,0.536111111,0.013662368,0.506944444,0.576388889,0.536280198,0.685475007,0.0389217,0.644727043,0.794878172,0.686547596,0.5213111,0.071147232,0.378749094,0.637632329,0.526006241,-0.03232095,0.119918699,1,-0.010970804,0.020477277,-0.264894177
28,0.570082786,0.029694216,0.525073746,0.634218289,0.570830698,0.5750881,0.050335385,0.521008403,0.710084034,0.577215941,0.659498208,0.056598481,0.55952381,0.746031746,0.661844347,0.207183239,0.055284066,0.128865979,0.31443299,0.214202314,0.423208191,0.140829276,0.228668942,0.708191126,0.445306959,0.577786852,0.07947875,0.421940928,0.729957806,0.583052954,0.282819594,0.085404424,0.133333333,0.494814815,0.29503483,0.488247512,0.206298395,0.219807655,0.843279856,0.528745486,0.413110554,0.136961665,0.209275114,0.767223682,0.434527001,0.485549313,0.074520816,0.352277512,0.627397129,0.491052285,0.583854919,0.066544632,0.412935323,0.726368159,0.587513327,0.652721774,0.066316996,0.5390625,0.8359375,0.655973924,0.548387097,0.079169994,0.4,0.711111111,0.553889976,0.464770798,0.035855701,0.394736842,0.592105263,0.466107342,0.430537634,0.02288614,0.373333333,0.466666667,0.431125891,0.475958612,0.035703005,0.358490566,0.528301887,0.477252748,0.661665416,0.055955476,0.534883721,0.76744186,0.663951156,0.540770609,0.028108102,0.458333333,0.597222222,0.541477083,0.446944016,0.043083849,0.341666856,0.502098472,0.448949099,0.267367337,0.058617515,0.181010309,0.376348095,0.273515021,-0.335888502,0.174991448,1,0.081108757,0.374913326,-0.214454836
29,0.641224189,0.051621608,0.519174041,0.696165192,0.643246944,0.904936975,0.064587317,0.731092437,0.970588235,0.907181438,0.047420635,0.054631761,0,0.19047619,0.071824301,0.919845361,0.090040443,0.690721649,1,0.924132072,0.532849829,0.060246338,0.343003413,0.634812287,0.536160257,0.538554852,0.063029115,0.443037975,0.672995781,0.542138987,0.889925926,0.120080495,0.607407407,1,0.897790062,0.550728893,0.174375173,0.265940125,0.895512667,0.577017198,0.442810428,0.096486824,0.224287886,0.633696725,0.452943749,0.461095455,0.065558353,0.223090909,0.565789474,0.465617298,0.574502488,0.102357234,0.243781095,0.746268657,0.583325112,0.634570313,0.092463927,0.375,0.84375,0.641104765,0.508888889,0.109423075,0.288888889,0.8,0.520232617,0.452302632,0.041682201,0.328947368,0.526315789,0.454171379,0.422666667,0.040419453,0.28,0.533333333,0.424546817,0.46745283,0.103033159,0.075471698,0.641509434,0.478395845,0.640697674,0.095225861,0.395348837,0.837209302,0.647560635,0.535763889,0.136296588,0.180555556,0.798611111,0.552408622,0.206055391,0.069639716,0.138406145,0.383529081,0.217226315,0.935289063,0.074232888,0.743119406,1,0.938156911,-0.513859246,0.268827579,1,-0.281092141,0.600844434,-0.379429637
30,0.345196871,0.024105421,0.286135693,0.371681416,0.346019246,0.217025941,0.050046996,0.142857143,0.298319328,0.22259944,0.603778468,0.130248945,0.424603175,0.801587302,0.617368955,0.2431645,0.113012474,0.077319588,0.402061856,0.267625009,0.452255528,0.103855938,0.254266212,0.697952218,0.46377434,0.704366171,0.079125155,0.508438819,0.848101266,0.708700493,0.310112721,0.124904911,0.140740741,0.502222222,0.333814289,0.391615359,0.117349015,0.22591885,0.688600395,0.408453198,0.378260552,0.153731161,0.164215904,0.756123424,0.407677014,0.471603703,0.078784468,0.323569378,0.694382775,0.477998023,0.595068138,0.129244664,0.243781095,1,0.608643686,0.640455163,0.093016359,0.3125,0.9140625,0.647029189,0.535748792,0.102235991,0.377777778,0.844444444,0.545207983,0.466533181,0.035274342,0.381578947,0.539473684,0.46783591,0.437391304,0.046496584,0.266666667,0.626666667,0.439802327,0.477440525,0.045155229,0.377358491,0.58490566,0.479524894,0.662790698,0.104780282,0.372093023,0.976744186,0.670844054,0.539251208,0.083348988,0.270833333,0.770833333,0.545516174,0.743672028,0.032467394,0.693469363,0.816288491,0.744365032,0.293221389,0.119883973,0.113429789,0.460641898,0.316288653,-0.596535188,0.149537996,1,-0.204564525,0.703652529,-0.561222908
31,0.112885819,0.074824055,0.038348083,0.250737463,0.134927,0.105861857,0.022415474,0.071428571,0.134453782,0.108152352,0.502710027,0.080919495,0.420634921,0.670634921,0.509024194,0.385969324,0.094684107,0.195876289,0.479381443,0.397138186,0.484932989,0.056906724,0.38225256,0.629692833,0.488179675,0.585931872,0.114052928,0.371308017,0.824894515,0.596663187,0.391761518,0.085171689,0.186666667,0.493333333,0.400692365,0.443525649,0.068114327,0.305299264,0.588194429,0.448599379,0.343646264,0.071566136,0.213192852,0.457069428,0.350841198,0.38728323,0.114833167,0.140545455,0.567588517,0.403550903,0.572381992,0.042492211,0.47761194,0.646766169,0.573918718,0.637004573,0.066752259,0.4609375,0.765625,0.640407691,0.538211382,0.072777726,0.355555556,0.688888889,0.542990703,0.465019255,0.021742352,0.407894737,0.526315789,0.465514885,0.428617886,0.012493901,0.4,0.453333333,0.428795502,0.476300046,0.024881523,0.396226415,0.509433962,0.476933669,0.653998866,0.034570345,0.534883721,0.720930233,0.654889667,0.532350949,0.015882125,0.5,0.5625,0.532582033,0.956382113,0.045875774,0.867812394,1,0.95745496,0.382548746,0.072393677,0.232435783,0.457427222,0.389174205,0.135717212,-0.840492044,1,-0.134626094,0.163938749,-0.703029333
32,0.424348574,0.050572075,0.351032448,0.513274336,0.427289089,0.659751401,0.158709376,0.231092437,0.823529412,0.678185677,0.643683862,0.092329931,0.555555556,0.845238095,0.650135471,0.245274914,0.090118143,0.041237113,0.319587629,0.260982509,0.419084187,0.071971561,0.271331058,0.57337884,0.425092397,0.393987342,0.109111301,0.223628692,0.637130802,0.408513494,0.313981481,0.092400005,0.020740741,0.445925926,0.327023335,0.568959224,0.293354583,0.054273495,1,0.638732071,0.444690246,0.065462403,0.352925506,0.667650454,0.449383426,0.512247408,0.153447565,0.290669856,0.790076555,0.534278034,0.580845771,0.028836734,0.502487562,0.656716418,0.581546252,0.639322917,0.05564869,0.46875,0.828125,0.641689997,0.536111111,0.052392209,0.355555556,0.644444444,0.538611995,0.464364035,0.014351858,0.434210526,0.5,0.464581147,0.43,0.013046561,0.413333333,0.466666667,0.430193755,0.472877358,0.024740842,0.41509434,0.528301887,0.473510668,0.65503876,0.02163226,0.604651163,0.697674419,0.655388421,0.536024306,0.013488332,0.506944444,0.5625,0.536190452,0.525046484,0.095952848,0.394879082,0.718452273,0.533562506,0.289411192,0.098664211,0.074877339,0.371906714,0.305435197,-0.107061065,0.343710508,1,0.021371643,0.026625311,-0.63916049
33,0.438430404,0.069520813,0.336283186,0.519174041,0.443781437,0.617940199,0.16197542,0.218487395,0.781512605,0.638338457,0.410114433,0.136143043,0.285714286,0.722222222,0.43162221,0.455526253,0.144999077,0.139175258,0.597938144,0.477535289,0.498452258,0.047020674,0.40443686,0.593856655,0.500613803,0.46987538,0.063795335,0.339662447,0.611814346,0.474086564,0.505598622,0.141093895,0.17037037,0.722962963,0.524475442,0.649930151,0.146763598,0.405021384,0.888739335,0.66591879,0.485640002,0.085318003,0.31276608,0.657527019,0.492905762,0.52865183,0.129382993,0.378593301,0.793655502,0.543896511,0.583825061,0.068773731,0.323383085,0.751243781,0.587768264,0.643168605,0.073202848,0.4609375,0.78125,0.647224761,0.535400517,0.11726994,0.311111111,0.866666667,0.54780118,0.457160343,0.052795252,0.302631579,0.565789474,0.460128347,0.419844961,0.024058499,0.346666667,0.466666667,0.420517707,0.468187802,0.028303628,0.396226415,0.528301887,0.469022689,0.66035695,0.042803315,0.558139535,0.744186047,0.661710524,0.531330749,0.049970875,0.381944444,0.659722222,0.533621009,0.507430977,0.122121889,0.374849133,0.73015392,0.521587117,0.509277301,0.149224633,0.183617567,0.653494052,0.530201378,-0.559188192,0.360474683,1,-0.317987142,0.511799384,-0.403341079
34,0.032681261,0.035093841,0,0.100294985,0.047615465,0.344980097,0.100327018,0.180672269,0.445378151,0.358903742,0.34962406,0.083615228,0.277777778,0.523809524,0.359227648,0.570401519,0.102297548,0.371134021,0.659793814,0.579264441,0.491153224,0.037722221,0.428327645,0.62116041,0.492561681,0.326671108,0.135865303,0.179324895,0.569620253,0.353111343,0.535555556,0.114781293,0.293333333,0.665185185,0.547400945,0.367030509,0.110358383,0.130940234,0.520352561,0.382844443,0.335903415,0.080063011,0.196539854,0.459681253,0.345068839,0.400922689,0.169821515,0,0.605866029,0.434533566,0.585755433,0.172915666,0.144278607,0.950248756,0.610100334,0.636307566,0.119862451,0.421875,0.9921875,0.647206494,0.533333333,0.101111606,0.266666667,0.755555556,0.542585441,0.467105263,0.025731421,0.421052632,0.513157895,0.467794836,0.427017544,0.089977606,0.013333333,0.613333333,0.43615009,0.482125124,0.039649919,0.41509434,0.566037736,0.483710016,0.635250918,0.143063008,0,0.88372093,0.650747376,0.53746345,0.133993489,0.298611111,0.840277778,0.553487791,0.911483474,0.023046489,0.880726864,0.95741255,0.911767123,0.526656947,0.081768087,0.357658827,0.598375041,0.532801663,0.183635026,0.923607157,1,0.118522966,-0.011464738,-0.883385987
35,0.211725664,0.046566997,0.14159292,0.303834808,0.216661094,0.035714286,0.024052275,0,0.075630252,0.042890085,0.736011905,0.076431262,0.638888889,0.861111111,0.739871082,0.158505155,0.068311748,0.046391753,0.25257732,0.172260607,0.412627986,0.0609615,0.240614334,0.5221843,0.416995506,0.746835443,0.053744673,0.662447257,0.841772152,0.748718543,0.204185185,0.068743334,0.081481481,0.308148148,0.215172244,0.385042768,0.080408536,0.265267134,0.53120726,0.39314352,0.443822641,0.040257079,0.366632365,0.535095097,0.445599207,0.549312679,0.096468963,0.395339713,0.763760766,0.55751056,0.565298507,0.084848229,0.39800995,0.76119403,0.571473222,0.645117188,0.096219601,0.4296875,0.859375,0.652075871,0.543888889,0.094279225,0.355555556,0.711111111,0.551798407,0.461842105,0.024894122,0.421052632,0.513157895,0.462495789,0.429,0.020229453,0.4,0.466666667,0.429464783,0.473584906,0.038168779,0.377358491,0.547169811,0.4750822,0.650581395,0.080126839,0.465116279,0.790697674,0.655374667,0.5328125,0.07785576,0.347222222,0.659722222,0.538329956,0.914262504,0.031387789,0.853486609,0.969176586,0.914787674,0.175642827,0.066348958,0.06779305,0.2619732,0.187463416,0.621568641,-0.682276911,1,-0.432800597,0.671078546,-0.84828495
36,0.642109145,0.092028871,0.530973451,0.799410029,0.648507312,0.765651261,0.017349757,0.739495798,0.789915966,0.765842896,0.933234127,0.04560848,0.865079365,1,0.934320109,0.036597938,0.028966819,0,0.082474227,0.046448991,0.31693686,0.047523003,0.232081911,0.462457338,0.320391867,0.425052743,0.094039891,0.276371308,0.601265823,0.435077289,0.11437037,0.050341537,0,0.201481481,0.124705634,0.358227319,0.045849862,0.256453119,0.433514969,0.361076816,0.430085616,0.034132019,0.353902328,0.50244728,0.431404111,0.584016268,0.074831477,0.419263158,0.681818182,0.588672029,0.58818408,0.085954045,0.437810945,0.76119403,0.594275952,0.637109375,0.10026679,0.3671875,0.859375,0.644756116,0.537777778,0.097865798,0.266666667,0.755555556,0.546391078,0.467105263,0.03277644,0.381578947,0.526315789,0.468225122,0.428333333,0.022226495,0.36,0.466666667,0.428895222,0.475943396,0.037611673,0.396226415,0.547169811,0.477390185,0.656976744,0.063579707,0.465116279,0.790697674,0.659969516,0.544270833,0.058856012,0.430555556,0.770833333,0.54736475,0.34356358,0.06586888,0.226252904,0.423683056,0.349665805,0.051229278,0.036499195,0,0.105517645,0.062636454,0.066782447,-0.850451726,1,0.006263376,-0.021535825,-0.752461882
37,0.430338098,0.087722254,0.330383481,0.598820059,0.439019462,0.493616677,0.142977013,0.134453782,0.663865546,0.513523833,0.531288156,0.130193677,0.345238095,0.781746032,0.546709731,0.322264076,0.123266206,0.092783505,0.510309278,0.344610634,0.474468364,0.05732442,0.365187713,0.614334471,0.477852617,0.553310613,0.055455371,0.478902954,0.700421941,0.556029489,0.378091168,0.116275558,0.13037037,0.568888889,0.395237823,0.629668773,0.079714447,0.499316154,0.797820376,0.634598264,0.469325016,0.030409437,0.399938361,0.524000063,0.470290252,0.475536253,0.10878113,0.354669856,0.697368421,0.487586401,0.571469575,0.062326675,0.402985075,0.691542289,0.574793342,0.640024038,0.019560098,0.59375,0.6875,0.640317116,0.535470085,0.032415726,0.466666667,0.6,0.536431528,0.462550607,0.015279122,0.434210526,0.486842105,0.462798041,0.428974359,0.014150428,0.4,0.466666667,0.429203197,0.47532656,0.02393589,0.41509434,0.528301887,0.47591727,0.656976744,0.027965814,0.604651163,0.720930233,0.657560255,0.535657051,0.020857323,0.493055556,0.590277778,0.536055164,0.573728596,0.121593369,0.370084507,0.782813187,0.586229582,0.377520742,0.13430513,0.131918826,0.577369272,0.400266032,-0.746914794,0.394449723,1,-0.235040393,0.705764865,-0.381232187
38,0.227349347,0.037626764,0.16519174,0.274336283,0.230368813,0.085634254,0.031277078,0.029411765,0.121848739,0.091039493,0.767573696,0.091499496,0.626984127,0.904761905,0.772879162,0.128988709,0.076510629,0.025773196,0.257731959,0.149507811,0.400455063,0.066522122,0.228668942,0.517064846,0.405812873,0.727697408,0.053822218,0.641350211,0.852320675,0.729637839,0.184797178,0.078130698,0.047407407,0.336296296,0.200272464,0.435179356,0.101626914,0.277478671,0.59972212,0.446613027,0.333544145,0.048907587,0.26118253,0.452498733,0.337026256,0.466335384,0.070526925,0.358248804,0.616028708,0.471512786,0.580431177,0.048181355,0.47761194,0.686567164,0.58238005,0.646763393,0.031084533,0.53125,0.71875,0.647492184,0.537566138,0.049626875,0.333333333,0.688888889,0.539797685,0.461466165,0.014644187,0.434210526,0.5,0.461692937,0.42984127,0.013433614,0.4,0.466666667,0.43004614,0.476190476,0.021577034,0.433962264,0.509433962,0.476667445,0.65448505,0.031061725,0.581395349,0.720930233,0.655204196,0.538525132,0.01910776,0.486111111,0.583333333,0.538855947,0.886935695,0.038207817,0.838813516,0.950674056,0.887738704,0.145048983,0.082031568,0.023172132,0.273153177,0.166157055,0.388643402,-0.832128358,1,-0.223203815,0.706901718,-0.318668845
